name,price,summary,short_description,description,last_modified,distribution,general_characteristics,saved_path
"Chalet con piscina, en el portón de los jerónimos en Murcia",650.000 €,"[ 245 m2 , 5 hab., 3 baños , 2.653 €/m2]","Chalet con piscina, en el Portón De Los Jerónimos","Corporación Inmobiliaria Murcia vende este magnífico chalet independiente en la exclusiva Urbanización de El Portón de los Jerónimos, con calidades de lujo. La vivienda consta de 245m2 distribuidos en dos plantas: Zona de día situada en la planta baja con amplio salón-comedor, preciosa cocina amueblada y totalmente equipada con electrodomésticos de la mejor calidad, un dormitorio y un baño completo. La planta de arriba dispone de 4 dormitorios muy luminosos y dos baños completos, uno de ellos en suite. Esta joya situada a pocos minutos del centro de la ciudad dispone de una parcela de 690m2 con piscina independiente, chiringuito ideal para celebraciones o fiestas, cocina exterior con barbacoa y una fabulosa zona chill-out donde disfrutar de un ambiente relajado. Además, cuenta con una bodega acristalada y completamente acondicionada para su uso. Todo esto rodeado de zonas ajardinadas provistas de césped artificial y alumbrado exterior. Dispone de garaje con capacidad para dos coches. Entre sus excepcionales calidades encontramos: alarma, video portero, aire acondicionado, calefacción, armarios empotrados en todos los dormitorios, puertas automáticas y puerta blindada. Entorno privilegiado, ideal para desconectar y a un paso del centro de Murcia. La población de La Ñora se encuentra muy cercana al campus universitario de la UCAM y de Espinardo, zona muy demandada por la tranquilidad y calidad de sus instalaciones, se encuentra muy bien comunicada con la capital mediante transporte público, a tan sólo unos minutos andando de la parada del tranvía y fácil acceso a la autovía.Corporación Inmobiliaria es una Agencia Inmobiliaria, especialista en la intermediación de compra-venta de inmuebles. Actualmente contamos con 8 Oficinas, tres de ellas en Murcia ciudad, Junterones, La Flota y San Bartolomé. Actualmente estamos implantados en Murcia capital, Lorca ciudad, Águilas, Costa de Orihuela y Costa de Almería además ponemos a su disposición una amplia cartera de viviendas de primera y segunda mano.",31/10/2022,"5 habitaciones,Superficie 245 m,3 Baños,Cocina tipo office ","[Calefacción, Piscina propia, Plaza parking, Aire acondicionado, Consumo: G 999 kW h m2/año, Emisiones: G 999 kg CO2 m2/año]","dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg,dataset/imagenes/chalet-con-piscina-en-el-porton-de-los-jeronimos-murcia_13340-img7138/275292982G.jpg"
Chalet residencial en La Ñora Murcia,59.000 €,"[ 109 m2 , 3 hab., 1 baño , 541 €/m2]",Residencial en Murcia,"¿Quieres comprar casa/chalet de 3 habitaciones en Murcia de 109 metros cuadrados? Excelente oportunidad de adquirir en propiedad esta casa/chalet residencial con una superficie de 109 m² bien distribuidos en 3 habitaciones 1 cuarto de baño ubicado en la localidad de Murcia, provincia de Murcia. ¿Quieres más información? No dudes en ponerte en contacto con nosotros. Visita sin compromiso, sin comisiones de intermediación. Más información rellenando el formulario de contacto o por teléfono. Estaremos encantados de atenderte. Portal es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra... tanto a nivel particular como para inversores. Portal cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.",27/10/2022,"3 habitaciones,Superficie 109 m,1 Baño","[Año construcción 1921, Consumo: F 999 kW h m2/año, Emisiones: G 999 kg CO2 m2/año]","dataset/imagenes/residencial-en-murcia-murcia_11207-img2304001/268794062G.jpg,dataset/imagenes/residencial-en-murcia-murcia_11207-img2304001/268794062G.jpg,dataset/imagenes/residencial-en-murcia-murcia_11207-img2304001/268794062G.jpg,dataset/imagenes/residencial-en-murcia-murcia_11207-img2304001/268794062G.jpg,dataset/imagenes/residencial-en-murcia-murcia_11207-img2304001/268794062G.jpg,dataset/imagenes/residencial-en-murcia-murcia_11207-img2304001/268794062G.jpg,dataset/imagenes/residencial-en-murcia-murcia_11207-img2304001/268794062G.jpg,dataset/imagenes/residencial-en-murcia-murcia_11207-img2304001/268794062G.jpg,dataset/imagenes/residencial-en-murcia-murcia_11207-img2304001/268794062G.jpg,dataset/imagenes/residencial-en-murcia-murcia_11207-img2304001/268794062G.jpg,dataset/imagenes/residencial-en-murcia-murcia_11207-img2304001/268794062G.jpg"
Casa en calle carrera 3 gran oportunidad de casa en esquina con 24 m de fachada para reformar en Murcia,1 €,"[ 380 m2 , 7 hab., 2 baños , 0 €/m2]",GRAN OPORTUNIDAD DE CASA EN ESQUINA CON 24 M DE FACHADA PARA REFORMAR,"Esta vivienda está siendo comercializada en EXCLUSIVA por nuestra AgenciaCONSTRUCTORES - INVERSIONISTAS - FAMILIAS NUMEROSAS!!!Ponemos a la venta esta gran y luminosa casa compuesta de dos plantas y ático con anejo para hacer garaje a pie de calle, se puede derribar y edificar un edificio o reformar entera y hacerla un confortable hogar de 380 m2.Es una casa en esquina, junto a la calle Mayor y a unos 100 m de ""La Plaza de la Iglesia"". Tiene una espectacular fachada en su totalidad de 24 m anejos incluidos, de los cuales 14,50 m son de la fachada a la calle Mayor, y 13 m son a la calle Carrera, el resto, ósea 10 m son del patio y del actual garaje a pie de calle.Tiene por cada planta la casa principal 112 m2 + los m2 de anejos, en total 184 m2.El inmueble principal a dos calles cuenta con 4 grandes ventanales con sus rejas a pie de calle y con 5 grandes balcones, tiene un patio con salida a la calle desde el que se accede a una garaje de unos 35 m2 con acceso también desde la calle Carrera.Obviamente, las fotos las ponemos únicamente a título informativo para poder apreciar sus techos altos, grandes estancias, gruesos muros etc.Nota.- También ponemos un proyecto realizado de la distribución que se puede construir como pisos independientes, siendo de bajo + 2 plantas + ático. Se incluyen los planos de todas las plantas, pero en la baja hay dos posibilidades, solo a modo informativo de la planta baja se puede hacer una como garaje y la otra como viviendas, y después como se pueden quedar las 2 plantas superiores y el ático, aunque también se podría reformar como vivienda o como residencia para estudiantes.",09/09/2022,"7 habitaciones,Superficie 380 m,1 Baño,1 Aseo","[Año construcción 1940, Consumo: D 92 kW h m2/año, Emisiones: D 18 kg CO2 m2/año]","dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg,dataset/imagenes/gran-oportunidad-de-casa-en-esquina-con-24-m-de-fachada-para-reformar-murcia_9454-img21/256321608G.jpg"
Casa adosada en pleno centro de La Ñora en La Ñora Murcia,68.100 €,"[ 109 m2 , 3 hab., 1 baño , 625 €/m2]",CASA ADOSADA EN PLENO CENTRO DE LA ÑORA,"Si buscas una casa para reformar y hacerte la vivienda de tus sueños esta es tu casa.Se trata de una casa adosada de dos alturas en pleno centro de La Ñora, a dos minutos de la UCAM.Consta 109 metros cuadrados , distribuidos en hall, salón comedor, una amplia cocina con acceso directo a un gran patio, un gran baño con plato de ducha y un dormitorio en la planta baja.En la planta superior encontramos 2 dormitorios y una amplia terraza.Esta vivienda tiene muchísimas posibilidades de reforma , también seria ideal para montar cualquier negocio, porque su ubicación es ideal para ello.No cobramos honorarios al comprador, llámanos sin compromiso y HAZ TU OFERTA.No dudes en ponerte en contacto con nosotros. Visita sin compromiso, sin comisiones de intermediación. Más información rellenando el formulario de contacto o por teléfono.",03/10/2022,"3 habitaciones,Superficie 109 m,1 Baño","[Año construcción 1920, Consumo: F 999 kW h m2/año, Emisiones: F 999 kg CO2 m2/año]","dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg,dataset/imagenes/casa-adosada-en-pleno-centro-de-la-nora-murcia_37793-img316/237925025G.jpg"
